AG-X,AG-Y,AG-Z,Acc-X,Acc-Y,Acc-Z,Gravity-X,Gravity-Y,Gravity-Z,RR-X,RR-Y,RR-Z,RV-X,RV-Y,RV-Z,cos,activity
7.4148426,3.928885,-3.074155,-0.6849108,-1.6036222,-0.6698451,7.816791,5.2047524,-2.82466,2.2397184,1.2048141,-0.17630127,0.41746342,-0.6853772,-0.02406672,0.596157,downstairs
5.4420204,0.94331545,-7.699753,0.73258924,-2.802719,-3.4868624,7.730181,5.261739,-2.9544582,0.13635385,0.165116,-1.4524881,0.45722118,-0.66451806,0.002968537,0.5910633,downstairs
6.244078,4.7907977,-3.6152446,-1.429574,-0.6230583,-0.7399504,7.48451,5.6245456,-2.9183898,0.21997711,0.096939065,-1.4551512,0.47380772,-0.65138525,-0.009235919,0.59255236,downstairs
6.1123967,5.1906295,-3.572149,-0.53163767,-1.1042924,-0.80159974,7.1180863,6.0674725,-2.94772,-0.003195793,0.13635385,-1.5313177,0.5093326,-0.6251977,-0.013163858,0.59121484,downstairs
6.811504,5.3438582,-3.9217024,-0.001623631,-0.62138176,-1.0813127,6.7748203,6.427321,-2.9936185,-0.49534798,-0.65194184,-1.0849719,0.53001,-0.60968965,-0.025620446,0.5888222,downstairs
6.045359,7.015011,-2.0494366,-0.38277054,0.43821192,1.0806143,6.385034,6.7827005,-3.0654075,-0.20186761,0.06018744,-0.68336713,0.53957134,-0.6042806,-0.050766796,0.5840638,downstairs
5.463568,6.8545995,-2.6312277,-0.9320283,-0.33077574,0.048449278,6.139417,7.0297523,-3.0100768,-0.11504856,-0.04474111,-0.7238472,0.55598366,-0.5868163,-0.055533506,0.58604175,downstairs
5.602432,6.019023,-4.7907977,-0.40128803,-0.7410431,-0.9906056,5.9271054,7.224541,-2.9741924,-0.20186761,0.16458336,-0.73609775,0.5737625,-0.56783646,-0.05489521,0.58766055,downstairs
5.6527104,8.283937,-3.5218706,-0.030234814,0.783782,-0.76103806,5.6829453,7.5001554,-2.7608325,-0.39947417,0.8202536,-0.9539443,0.5834796,-0.54800993,-0.063200936,0.5960221,downstairs
5.0038815,5.4779334,-2.669535,0.23569775,-2.5902057,0.19389701,5.3475804,7.8454785,-2.4540234,-0.8580705,0.20453078,-1.6223978,0.5926138,-0.5233825,-0.07643433,0.6074845,downstairs
3.8594532,8.643068,-1.745373,-1.4410739,-0.108449936,0.8676567,4.8216867,8.270284,-2.1270068,-0.5123922,0.3520699,-1.3006879,0.59837323,-0.5003965,-0.10501831,0.61686635,downstairs
4.0294414,9.818622,-1.8076223,-0.010584831,1.011549,0.022290707,4.329725,8.596382,-1.877797,-0.3089267,0.08681905,-0.8367652,0.6079671,-0.47551766,-0.124558866,0.62349355,downstairs
3.1364043,7.3909006,-0.019153614,-0.9272144,-1.367301,1.698782,4.0636187,8.758202,-1.7179356,-0.47191215,-0.5592638,-0.39414784,0.61217487,-0.46133748,-0.13474162,0.6278968,downstairs
3.289633,11.9135475,-1.2808979,-0.16183496,2.442502,0.7654601,3.901578,8.836582,-1.6920161,-0.027696876,-0.6125271,0.2231729,0.6108034,-0.46172285,-0.14757837,0.6260606,downstairs
5.4803276,8.7292595,0.30645782,0.5698941,0.44190598,1.8201822,3.9934542,8.778165,-1.7794808,0.43196473,-0.029827405,0.36272255,0.60933715,-0.4694704,-0.14349405,0.62266785,downstairs
1.9177556,8.271967,-0.23223756,-0.75943184,-0.1533699,3.3078241,3.9649704,8.756699,-1.9415573,1.1350393,0.1603223,-0.608266,0.62020653,-0.4629641,-0.13575998,0.6185284,downstairs
2.1260512,9.485827,-2.966416,-1.8068697,0.68440056,-1.5880325,3.8563063,8.76312,-2.12298,-0.23861924,-0.092145376,0.120907515,0.6293804,-0.46056724,-0.13486773,0.61120284,downstairs
6.9024835,8.956709,-2.3247697,3.7169333,0.6227007,-0.50046444,3.7074862,8.834396,-2.092456,-0.14594123,0.051132694,-1.2245215,0.6312889,-0.45624545,-0.1420408,0.61085093,downstairs
-0.7158663,9.387665,0.22026655,-3.6993303,0.26408577,2.2276618,2.983464,9.123579,-2.0073953,-0.1933455,-0.26205507,-1.4205302,0.64146066,-0.4368946,-0.1754071,0.60570925,downstairs
-3.4284968,8.485051,-1.6663644,-5.506179,-0.81221485,0.17455375,2.4080818,9.282901,-2.0492136,0.046871636,-0.42876893,-0.15925704,0.65056723,-0.42572656,-0.20119652,0.5958516,downstairs
4.7500963,6.612785,-1.3335704,2.5143895,-2.4147959,-0.55143094,2.2189474,9.357981,-1.916991,-1.2708606,-0.1571265,-0.43782368,0.64429694,-0.42734155,-0.21916337,0.5951706,downstairs
2.7509377,5.7125654,0.35434186,1.8037696,-4.1661654,1.9930326,2.0341358,9.459745,-1.5955951,-0.3920173,-0.028229509,-1.0130665,0.6363235,-0.4200537,-0.23497412,0.6028553,downstairs
-2.2457612,10.125079,0.4357447,-3.1801348,1.640851,-0.77677965,1.6127704,9.588371,-1.2777038,-0.82611257,-0.33822146,-0.3190467,0.6332578,-0.40512875,-0.25831234,0.60673726,downstairs
-0.78050977,8.231265,0.533907,-2.0291178,-1.419323,2.3289225,1.3802891,9.633829,-1.2060419,0.75633776,0.48363006,-0.35153726,0.6367347,-0.39504418,-0.26577607,0.6065246,downstairs
2.6886885,11.003751,-1.8004397,1.7136489,1.6170568,-0.5575179,1.2838916,9.638085,-1.2764406,-0.51026165,0.33182988,-0.30306774,0.6440829,-0.38760492,-0.2624572,0.60500896,downstairs
0.78529817,9.239224,0.50757074,0.27017474,-0.05475521,0.5310662,1.1112796,9.679446,-1.1152514,0.001597897,0.8447547,-0.6609966,0.6501046,-0.36567673,-0.26097423,0.61281085,downstairs
3.2321723,4.9823337,-6.1076083,0.8532701,-1.7209468,-2.4034986,0.8522271,9.7259865,-0.9215666,-1.7779263,1.2953615,-1.0381002,0.6524519,-0.34827197,-0.263907,0.61916584,downstairs
-3.7900212,15.248671,-7.249643,-2.2446575,4.583952,-8.342122,0.2383166,9.793229,-0.45417455,-0.9720538,-0.23595607,-2.1406488,0.66313404,-0.28880736,-0.26024428,0.6396222,downstairs
-2.3080103,12.4785795,3.25372,-2.8358414,4.6568003,3.1737273,-0.30535132,9.801784,-0.0468997,-0.350472,0.24820662,0.12410331,0.65844697,-0.25841975,-0.2788746,0.6495351,downstairs
-0.60573304,9.555259,1.7405846,-0.9041698,-0.109396935,1.9424264,-0.3286191,9.8005085,0.111570835,0.16990969,1.1920309,-0.090014845,0.65944755,-0.24380401,-0.26880753,0.6583549,downstairs
-1.7381904,7.8793178,1.2952632,-0.8539988,-1.7966733,0.1579072,-0.45562956,9.795701,0.08390717,0.30466563,0.8580705,-0.080960095,0.6693601,-0.21835513,-0.25136137,0.6641503,downstairs
-1.9560628,10.510546,1.4820108,-1.0956688,0.15283966,1.676307,-0.5587246,9.79028,0.0930081,0.1768339,0.12197278,-0.10333065,0.6727605,-0.20652173,-0.24684805,0.6661894,downstairs
-0.60573304,9.0476885,0.12928689,0.04488188,-0.67173386,-0.71942174,-0.69804776,9.781328,0.09346177,0.02130529,-0.31798145,-0.015446335,0.6731645,-0.20514472,-0.25496146,0.66314393,downstairs
-1.0295067,9.682152,-0.4381389,-0.31740862,-0.13547993,-0.51535857,-0.7288576,9.779325,0.06285445,0.08362326,-0.22583607,-0.08468852,0.67408675,-0.20591837,-0.25709242,0.6611416,downstairs
-0.533907,9.646238,-0.14604631,0.22513008,-0.1309576,-0.17216319,-0.7590371,9.777196,0.026116876,0.091080114,-0.16192019,0.004261058,0.6764806,-0.2025893,-0.25501975,0.66052747,downstairs
-0.35194764,9.524135,0.12210429,0.4649305,-0.17479038,0.33568195,-0.7498405,9.777933,-0.012464711,0.08894958,-0.029827405,0.043675844,0.6770425,-0.20554557,-0.25638613,0.6585064,downstairs
-1.2545617,9.603143,0.2657564,-0.5422984,-0.17743206,0.3244142,-0.7122633,9.780575,-0.058657795,0.12942964,-0.2711098,0.05752428,0.67816806,-0.20755434,-0.25473458,0.6573581,downstairs
-3.8642416,6.0716953,-1.3934253,-1.7819556,-2.777183,-0.14982845,-0.70801413,9.780223,-0.12789895,0.068176925,-0.28336033,0.1736381,0.6800154,-0.21000029,-0.25520134,0.6544856,downstairs
-0.6823475,6.754043,0.7445967,0.28982818,-2.8374596,1.4969662,-0.8021873,9.771068,-0.23043358,0.60773337,-0.11451593,-0.6982809,0.683407,-0.21143253,-0.26044837,0.6483963,downstairs
-4.6782703,14.2622595,0.39264908,-4.354972,4.669652,0.91136014,-1.0247996,9.745836,-0.37266478,0.20932446,-0.14807177,0.59601545,0.68918055,-0.20983513,-0.2702825,0.63870716,downstairs
-0.8475474,10.177752,-0.23463176,-0.015947819,0.414649,0.16619499,-0.8315996,9.763103,-0.40082675,0.094808534,-0.3818973,-0.05912218,0.6859236,-0.22348453,-0.26963726,0.6378552,downstairs
-0.48841715,9.545682,-0.61291564,0.42161652,-0.1629858,-0.19705373,-0.87651485,9.758946,-0.4062851,0.111852765,-0.15606125,-0.128897,0.6843201,-0.22895585,-0.2775093,0.6342506,downstairs
-1.043872,9.330204,-1.1252748,-0.2490431,-0.27478218,-0.7032454,-0.89777946,9.755821,-0.43400034,-0.005858955,-0.35633096,0.06711166,0.6839684,-0.2330559,-0.28198448,0.6311553,downstairs
-0.94331545,9.639056,-1.1994951,0.106259346,-0.26535988,-1.0608873,-0.8747981,9.758369,-0.42351776,0.007456851,-0.26738137,0.04580637,0.68033856,-0.2423486,-0.28934872,0.62823886,downstairs
-1.3120226,9.655815,-1.2306197,-0.4190356,-0.24003792,-0.5808929,-0.90327483,9.753258,-0.47797847,0.13741912,-0.21837921,-0.066046394,0.6797923,-0.24950464,-0.29631817,0.62275636,downstairs
-0.7015011,9.698911,-1.30484,0.21650487,-0.04365635,-0.767542,-0.92040014,9.747355,-0.55884576,0.11664646,-0.14114754,0.06018744,0.68216515,-0.25128454,-0.29687193,0.6191719,downstairs
-1.1228806,9.552865,-1.0893618,-0.22160834,-0.15173912,-0.4179685,-0.88451284,9.742911,-0.6809701,0.14487597,-0.1555286,0.092145376,0.68577075,-0.253847,-0.2936588,0.61566615,downstairs
-1.2761095,9.7084875,-0.93613285,-0.38139468,-0.119950294,-0.27724075,-0.84624684,9.739249,-0.77544445,0.18588865,-0.25513083,0.10333065,0.68790567,-0.25753146,-0.29203114,0.61252046,downstairs
-0.7015011,9.85214,-1.115698,0.14311522,0.13127899,-0.16686922,-0.8230685,9.732832,-0.87460846,0.21358553,-0.15286545,0.07403588,0.6894554,-0.26314232,-0.29290453,0.6079592,downstairs
-0.30166942,9.40203,-0.40940848,0.4242644,0.1611557,0.44766617,-0.77381784,9.729292,-0.9552369,0.1965413,0.30945933,0.22050974,0.69045615,-0.2682794,-0.29218444,0.60491717,downstairs
-1.2617443,9.662998,-0.7158663,-0.6880892,-0.11228371,0.09104103,-0.68378836,9.732186,-0.9936551,0.020240024,-0.26045716,0.128897,0.69016516,-0.2727156,-0.28894094,0.60482347,downstairs
-0.7637503,9.533711,-1.0893618,-0.10853839,-0.19970989,-0.08855891,-0.6552119,9.733421,-1.0008029,0.10226539,-0.47404268,0.023435818,0.68759894,-0.2797042,-0.29359388,0.60230887,downstairs
-0.16280572,9.921572,-1.0941502,0.366364,0.19919014,-0.021461964,-0.6728218,9.72717,-1.0487462,0.0628506,-0.113983296,0.021837922,0.68665946,-0.286304,-0.2991072,0.5975481,downstairs
-0.93852705,9.572019,-1.3742718,-0.04975182,-0.08324051,-0.3495319,-0.65414345,9.729479,-1.039105,-0.055926383,-0.39148468,0.090014845,0.6838337,-0.292149,-0.3033245,0.59583116,downstairs
