AG-X,AG-Y,AG-Z,Acc-X,Axx-Y,Acc-Z,Gravity-X,Gravity-Y,Gravity-Z,RR-X,RR-Y,RR-Z,RV-X,RV-Y,RV-Z,cos,activity
-4.493415,26.946398,0.2835025,-3.684804,18.705688,-4.297507,0.8291544,9.244332,3.166258,-6.1923466,2.9761608,1.5030836,-0.042506635,-0.6786263,-0.7332487,0.002421308,Running
2.8305206,23.14849,7.036135,2.350226,18.220634,1.4749842,0.4968849,7.730878,6.013071,-5.8068166,3.1241958,0.89496857,-0.015005654,-0.5932664,-0.8033634,0.04916338,Running
-5.346177,6.5327983,1.2512441,-3.062896,1.7266731,-6.2864065,-0.4724934,6.3178105,7.4854794,-2.3146818,3.886736,0.8843186,0.030761613,-0.45263556,-0.8826839,0.12265393,Running
-4.346098,-10.503286,-4.4869366,-3.757367,-15.733593,-10.193452,-1.3282154,6.221978,7.4627886,2.2232833,1.4574709,0.33903858,0.08751221,-0.3386155,-0.9182061,0.18595351,Running
-3.8203075,-7.701866,-8.932799,-1.4589127,-17.563303,-16.34307,-1.3920425,7.2775307,6.4241834,4.4448733,-2.109214,-0.11252141,0.14883086,-0.30648634,-0.9115648,0.23014133,Running
-4.148477,9.900731,3.86223,-3.5856662,-1.4287047,-3.3148422,-0.74681306,8.424313,4.964233,2.4980533,-2.577814,-0.4522564,0.17425103,-0.36688188,-0.8866627,0.22105087,Running
-0.7637771,14.719078,12.593463,-0.41929972,13.127833,5.692177,-0.5421063,8.816515,4.2597613,-0.3550818,-1.3264391,0.2346686,0.13906766,-0.47702697,-0.85132736,0.16836624,Running
8.271671,10.076793,-8.883694,-11.033205,16.726168,14.858345,-0.888457,8.240653,5.241439,1.6332732,-4.3318696,-0.5534314,0.12075141,-0.5164595,-0.8366111,0.13700561,Running
2.4400704,9.02641,-3.970728,2.100764,-3.0798516,-9.47074,-0.1780999,8.870115,4.1784825,3.4554882,-1.1038542,-2.1562564,0.10321927,-0.47180018,-0.86866164,0.11035111,Running
-1.4895833,18.739758,6.6864066,1.379538,12.238313,1.6051033,-0.7870029,9.53045,2.1729105,4.5247483,1.0389259,0.06426859,0.0447949,-0.52725154,-0.84653497,0.058118794,Running
-1.5003626,16.35753,4.964114,-0.5862792,8.255162,7.10747,-0.73912126,9.778328,-0.09157776,4.082773,-2.959084,-0.7270264,0.0653035,-0.6119881,-0.7878872,0.020970123,Running
2.6364932,5.483613,2.44056,1.8784661,0.37081814,4.8073583,-1.4584076,9.635777,-1.093265,1.2924732,-1.9079292,-1.1658064,0.0557202,-0.701031,-0.7109368,0.004429653,Running
2.7382977,1.6174376,4.640735,6.2165985,-7.861161,6.423332,-1.7285216,9.585391,-1.1414365,-0.6160068,-0.033529192,-0.1519264,-0.028909175,0.7431407,0.6648652,0.06971675,Running
-3.8777971,1.5132377,1.5123427,-1.8453604,-7.753531,3.1702516,-1.7949114,9.636853,-0.28236765,-2.1357617,0.3935358,-0.1253014,-0.024377437,0.74841326,0.6558301,0.09576135,Running
-0.4332119,1.6952881,0.9518191,1.8344818,-7.5178223,-0.6300423,-1.7374282,9.605439,0.9419624,-2.9856317,0.46915078,0.35820857,-0.033189315,0.72362703,0.68299526,0.09370108,Running
7.911164,33.12653,2.106402,6.9208612,11.119571,-3.7133143,-1.5187768,9.443039,2.1662717,-3.0048018,3.7514808,2.1037436,-0.04404595,0.6813379,0.72563183,0.08542292,Running
-11.03645,30.721548,3.2490077,-10.164842,16.777336,-3.4154537,-0.7492265,9.140217,3.4735408,-5.534177,5.5332255,2.8992984,-0.06025316,0.62122494,0.7797732,0.0490197,Running
0.4950056,19.374538,11.570627,0.23465419,15.162893,6.2441683,-0.84694254,7.753159,5.94488,-5.590622,2.665181,1.2400286,0.08905007,-0.5702019,-0.81467766,0.05692307,Running
-1.9471047,5.463252,1.8273377,-0.21417236,-0.8777642,-4.7907424,-1.6424496,6.592582,7.071819,-2.2699518,3.455411,0.3198686,0.1406806,-0.43401942,-0.87037617,0.18515246,Running
-5.5533795,-2.700271,-2.489173,-3.1994917,-7.675287,-8.641546,-2.623772,6.4689174,6.8876214,1.4021682,2.9612508,1.1058387,0.17953624,-0.33141074,-0.89229333,0.24848793,Running
-3.0849197,-8.504325,-6.042749,-0.8455429,-16.912132,-12.127075,-2.5367749,7.3595667,5.964221,3.2616582,-2.0059092,0.8236136,0.24464206,-0.29125392,-0.8774059,0.29237017,Running
-5.647998,0.9072015,0.9985294,-4.3185096,-8.853714,-5.1445804,-1.6752322,8.255379,5.021226,3.3575082,-3.394669,0.13775359,0.2785857,-0.33678424,-0.84641737,0.30421048,Running
1.9777582,16.648573,7.554739,0.98157513,6.107994,4.027438,-1.1460831,8.893245,3.970776,1.8878082,-0.74601424,0.33051857,0.24679813,-0.42116338,-0.8292877,0.27201846,Running
-12.180253,38.62517,20.451572,-13.858143,-0.35817337,2.7518475,-0.6618411,8.8476925,4.1774015,-2.885522,2.791916,-2.3522165,0.21248476,-0.49796134,-0.81014085,0.22484785,Running
-4.330528,-8.95466,-14.991963,-3.1695473,-19.844007,-17.371332,-0.80918646,8.9625,3.8973339,2.5033782,-3.186994,-0.7760164,0.1755107,-0.5096019,-0.81469786,0.21393774,Running
6.306246,30.613754,-4.9552374,9.158514,29.310432,-6.2393823,-1.3526706,9.481939,2.1055863,4.199923,-0.5234292,-0.3819664,0.17363456,-0.51473004,-0.81831414,0.1877925,Running
4.2402134,25.524727,5.5569754,2.7749472,14.851066,8.876959,-1.2010688,9.731325,-0.17071937,5.568448,-2.4095442,-0.2328664,0.17096482,-0.59289116,-0.7791539,0.11031915,Running
-2.1674814,13.839966,6.113906,-0.24113297,5.637829,7.754126,-1.6826292,9.509817,-1.7036812,1.6758732,-2.139034,-1.0614364,0.15394574,-0.6868458,-0.70694727,0.069059126,Running
3.5215936,2.3192897,4.0323033,4.3886337,-5.4166307,5.1412153,-2.1217816,9.394839,-1.8453777,-0.065401815,-0.1655892,-0.32445642,0.13441211,-0.75211054,-0.64515805,0.005850793,Running
1.8100802,2.5576322,3.8574393,4.272353,-6.334923,5.2164297,-2.1199913,9.454895,-1.510296,-1.6629018,0.6203808,-0.1370164,-0.12109257,0.7611995,0.6357931,0.04097603,Running
-1.4776063,0.5155536,-0.4710485,-0.17391562,-8.583604,0.7657374,-2.0277596,9.572002,-0.6598056,-2.1059418,1.0932409,0.5158286,-0.12280024,0.75203913,0.64644516,0.038288113,Running
-1.0404458,5.8345394,1.0308673,0.7941667,-4.8345327,1.0524168,-1.7404411,9.644653,0.34917358,-2.9291868,1.7705809,0.6308486,-0.13527729,0.72403806,0.6760823,0.019536871,Running
-6.990619,24.904318,-2.7263176,0.84983826,29.273224,-1.7197951,-1.0717028,9.607609,1.6479381,-2.982437,2.0613258,2.9387035,0.14538345,-0.68384373,-0.7147143,0.020121807,Running
-6.769045,35.869263,3.6298764,-5.478414,28.742052,-0.21010852,-0.17728774,9.104755,3.63901,-6.0730667,2.683286,2.3497586,0.15780024,-0.6301673,-0.7546092,0.09248341,Running
2.174181,9.912707,8.165566,2.6221182,2.9569306,3.2113938,0.03781963,7.857091,5.8681417,-2.7609167,3.534221,1.4051037,0.16495843,-0.5479326,-0.79088134,0.21694528,Running
-6.9199553,2.4175012,-1.0423514,-6.304132,-2.979979,-7.2434053,-0.6122962,7.43626,6.3637652,-0.034516815,2.471351,0.71391857,0.15835206,-0.42733407,-0.8317847,0.31692955,Running
-4.4467044,-10.10086,-4.948051,-4.300387,-16.151203,-10.24427,-0.9791796,7.814593,5.8432636,2.549173,-0.056959193,0.040838588,0.20470814,-0.36541513,-0.82260925,0.38455224,Running
-4.2275257,-2.1349566,-2.509534,-3.07802,-12.440094,-8.591842,-0.59075737,8.593483,4.6875834,2.9932783,-2.5203042,0.31454358,0.24618453,-0.36973903,-0.8016874,0.39997935,Running
-3.0465932,8.590447,6.3845863,-3.6295092,-0.91385317,2.0555947,-0.051299114,9.077873,3.7094436,1.6045182,-2.093239,0.38696358,0.25506088,-0.43542743,-0.77634954,0.37766165,Running
4.816307,7.3232803,-11.21322,3.7374492,1.2500877,-2.7239788,0.5135129,9.290272,3.0979898,-0.6426318,-2.4595993,0.7682336,0.22782485,-0.5088879,-0.75957847,0.33491725,Running
15.014723,12.104499,-21.315819,9.959647,29.449127,2.857194,-4.32E-04,8.777944,4.3724236,-0.23260681,-3.2881691,2.5819285,0.2055565,-0.54632944,-0.74585605,0.32088846,Running
0.1752197,7.4023285,-9.468171,-3.7071807,-7.1939087,-16.092175,0.79335815,9.119892,3.516894,2.5065732,-2.7088091,-2.7867365,0.20180371,-0.49063832,-0.7829896,0.32477158,Running
2.8604631,8.02154,1.6213334,4.669614,4.387499,-0.87618154,0.6043021,9.641731,1.6858865,3.8580582,-1.3605192,0.75758356,0.16635615,-0.53502554,-0.7638112,0.3204151,Running
1.3693266,19.943445,-0.7549034,-1.42153,11.436307,0.83946157,0.75768507,9.757649,-0.62014776,4.4725633,-4.5193095,-0.00389141,0.16741781,-0.6134948,-0.731432,0.24617599,Running
0.4075735,11.797888,4.4479055,-0.9296615,4.0549917,7.030673,0.11205666,9.547167,-2.2381806,1.6513782,-4.2040696,-0.89423144,0.14441682,-0.7058329,-0.66642654,0.19188377,Running
2.537084,2.3648024,3.9879887,3.3291197,-5.731977,5.185911,-0.6358453,9.462412,-2.4957628,0.11032318,-1.9473342,-0.6269164,0.09813351,-0.77465874,-0.61796397,0.09161975,Running
-1.7219371,1.8461983,4.146085,0.14216864,-6.84742,5.0812507,-1.0193231,9.496578,-2.2240472,-1.1623518,-1.1315441,-0.6588664,0.063708276,-0.7895913,-0.61020774,0.011548739,Running
-0.2655339,1.943212,1.6476828,-0.26826143,-7.0256424,2.4803686,-1.5027934,9.591874,-1.3812811,-2.113397,-1.2934241,-0.39900643,-0.049134664,0.7836807,0.6187228,0.024747172,Running
0.2782219,8.646739,-5.6678686,3.0493987,-4.088168,-3.263359,-1.4411767,9.693711,-0.3540539,-2.5393968,0.8908908,1.0653687,-0.04538114,0.7539007,0.65244585,0.062358882,Running
-3.5124986,15.955104,-7.1853547,-4.99449,13.434162,-4.492208,-0.25747487,9.779207,0.68643993,-3.5351717,3.1444309,3.4136934,-0.0371465,0.72239095,0.6869625,0.069670334,Running
-11.745488,33.770893,2.046517,-12.899,29.293297,0.37828875,0.88005644,9.275622,3.0592046,-5.7769966,2.022986,2.4264386,0.032752376,-0.6851141,-0.72769123,0.003385644,Running
-0.7278461,10.518744,7.563123,-1.4227934,3.8479238,2.2721806,1.1627123,7.923331,5.660328,-4.479827,1.4265858,0.1771586,0.0335099,-0.5966662,-0.7937136,0.113512956,Running
-5.366538,5.0859766,1.2248946,-5.693776,0.11976719,-4.4360924,0.5517269,7.024929,6.820289,-1.0643718,1.5820758,-0.11465141,0.026509853,-0.47040787,-0.8641799,0.17665419,Running
-4.361668,-10.232606,-2.677212,-3.0111072,-14.933388,-8.031369,0.005892808,7.170164,6.6902246,2.0198681,-0.4339692,-1.0901914,0.051791664,-0.38991114,-0.8973595,0.20008203,Running
-3.85025,-3.227259,-1.9118816,-4.2787094,-13.328407,-8.533981,0.20549169,8.078707,5.5554166,4.0454984,-3.1113791,-0.28398642,0.08352821,-0.38547814,-0.89703304,0.19940248,Running
-0.3493729,7.089729,6.777432,-2.01634,-3.1175032,1.6435192,0.88323903,8.95086,3.907989,2.8250082,-1.6352892,-0.04116641,0.076491475,-0.4500201,-0.87427,0.1651754,Running
-0.7901265,11.040941,-3.7000477,0.13753974,3.9376554,-2.1082196,1.3787824,9.287453,2.8306477,-0.5403918,-2.1784391,0.6425636,0.025572538,-0.54122585,-0.8320427,0.11885086,Running
11.628825,38.62517,21.98343,-2.5534015,30.1786,13.317616,0.5781457,8.826024,4.2352605,-0.5105718,3.5619109,1.3518536,-0.00777836,-0.5937363,-0.7982436,0.101113096,Running
-7.1403317,-3.5446494,-8.603432,-10.325665,-18.422398,-12.337649,1.6829213,8.873675,3.820476,0.5554932,-1.6810842,-2.2723415,0.011960972,-0.53768945,-0.8383189,0.0892659,Running
0.1189278,26.67332,1.6560667,0.002646327,25.829872,0.12760377,1.3400732,9.259933,2.937382,2.8260732,-3.5842392,-0.33510643,-0.026226103,-0.55067754,-0.82539606,0.12160511,Running
5.831957,12.875817,0.3026657,4.2369633,2.5002394,-0.08459622,1.6794391,9.609777,1.0010219,3.9208932,-5.8718596,-0.9325714,-0.034883775,-0.5840659,-0.8082085,0.0667019,Running
1.0064235,16.21261,4.253878,0.92623436,11.009217,2.7967327,1.249773,9.673597,-1.0148665,2.1561882,-3.571459,-0.5917714,0.11839314,0.65033823,0.7503483,0.00453924,Running
2.5586426,6.8310256,2.8190334,0.2584374,-1.4451647,7.3286023,0.7415084,9.630743,-1.6939117,0.7152432,-3.092209,-0.5917714,0.19921713,0.71083504,0.6679956,0.09385103,Running
2.2376592,1.3970608,7.547553,1.8425643,-7.643874,7.7845955,0.35777342,9.652881,-1.6924142,-0.6128118,-1.9494642,-0.1934614,0.23887004,0.7258905,0.62725914,0.15023316,Running
-0.1529501,-1.1564356,2.5711095,0.20348203,-9.724313,3.8135138,0.17378165,9.736877,-1.1547298,-1.5478818,-0.5862642,-0.28824642,0.27605522,0.7155572,0.60738164,0.20702393,Running
-2.2620997,0.8101878,-0.7417287,-2.9613054,-9.232209,0.3113086,0.06874928,9.802658,-0.27123272,-2.0356517,-0.5074542,0.1643786,0.28477708,0.6940628,0.61652803,0.2388975,Running
0.808803,10.686422,-1.3585442,0.16754144,-1.0544147,-1.1194313,0.37471417,9.770439,0.7539816,-2.4020119,0.87811077,1.3603736,0.2804423,0.6634891,0.64081675,0.26549616,Running
-4.1568613,19.432028,-2.1633985,-1.422675,18.242706,0.03848374,1.5055536,9.460554,2.0980012,-3.642737,1.8259609,3.4584236,0.27657637,0.62506074,0.67678183,0.27344283,Running
-6.9103737,23.621582,8.569191,-9.11487,17.439842,4.1218414,2.1132648,8.345968,4.695668,-5.736527,2.5256658,1.3784786,0.2595362,0.5829775,0.73715067,0.22223224,Running
-1.422512,13.169254,6.9343305,-2.9449835,7.3386574,0.6575794,1.7723486,6.921558,6.717232,-3.7364569,1.7301109,-0.2211514,0.2189775,0.47634265,0.83684826,0.15758012,Running
-1.8345209,4.206865,2.5184107,-2.5600142,-0.3087058,-3.780212,0.751773,6.137311,7.6117444,-0.5787318,2.3797607,-1.1658064,0.16229725,0.3726319,0.9026048,0.14180821,Running
-7.7715197,-10.139186,-1.8376242,-9.137287,-16.064415,-9.201407,0.23587933,6.593682,7.255213,2.8122282,-2.7950742,-1.7228013,0.099913076,0.32217166,0.9296731,0.14809044,Running
-1.6380981,-3.0583832,-1.2962638,-2.1558099,-11.762194,-7.7472177,0.8031204,7.7111745,6.005261,3.2605932,-2.9090292,-0.8282014,0.078589834,0.3455615,0.91789556,0.17854595,Running
-2.9914992,9.6779585,2.0357375,-4.48687,0.40036297,-3.0013094,1.3128377,8.501817,4.708073,2.580058,-4.0911794,-0.1615114,0.14021717,0.40033448,0.87849027,0.21983242,Running
-9.126119,10.709178,-2.3202972,-5.8554974,3.440569,-8.326381,2.131278,8.78647,3.7981544,-3.2987418,-1.5468942,-0.8164864,0.21529621,0.4542524,0.826648,0.252894,Running
3.4892557,0.5670547,-23.868118,11.254746,3.4555073,-15.71126,1.9484391,8.699191,4.086323,1.8941982,-5.8154144,3.6203036,0.30667284,0.46395725,0.780294,0.2860712,Running
-1.8991967,18.594835,-0.9333607,-5.0328684,3.6144953,-3.4254239,2.1692767,8.912732,3.468117,2.2957032,-1.0335641,-1.3362063,0.2720414,0.45687923,0.7959203,0.289423,Running
0.2746288,10.306751,1.2799889,-3.6882215,5.2436857,-0.30815828,2.1076908,9.380207,1.9338403,3.3564432,-4.3095045,0.08982859,0.33252752,0.45552868,0.76639825,0.30749434,Running
4.3599834,21.969954,0.4068656,3.8872976,7.9425077,0.089350715,2.195344,9.541882,-0.5507664,3.6620982,-4.7365694,-1.1881714,0.3787152,0.4979792,0.708361,0.3268274,Running
1.443584,10.542698,6.796595,0.15509534,3.8296118,7.985864,1.4541374,9.512449,-1.8892273,1.1923631,-3.4319441,-0.78560144,0.49748376,0.5179637,0.59927815,0.35367945,Running
2.832916,1.2269874,0.9781685,2.2038407,-7.4800625,5.2052097,0.80196977,9.4596815,-2.4579816,0.5352582,-3.6417491,-0.6759064,0.5568579,0.5313857,0.5081443,0.3864297,Running
3.1347363,2.3061152,6.476809,2.2586603,-6.2789364,9.452825,0.28493625,9.529873,-2.295803,-0.8535018,-0.6288642,-0.074181415,0.5916322,0.52215755,0.4471869,0.42112556,Running
-1.8009853,-1.0713989,1.7039747,-1.6402274,-10.251369,3.5133982,0.3295754,9.659122,-1.6622604,-1.6320168,-0.056959193,0.37524858,0.6107421,0.4963348,0.4039402,0.46634552,Running
-1.0943424,5.2835975,1.8524895,-1.9556322,-5.3277125,2.0974607,0.5554003,9.763553,-0.73140746,-2.2678218,0.5745858,0.6659936,0.6023013,0.47547883,0.41353193,0.4900453,Running
0.8195823,34.17691,-1.5956888,-0.29275393,29.179176,0.82871944,1.2642077,9.702395,0.66006476,-3.0346217,1.6598208,2.7714984,0.58243006,0.45143858,0.44221565,0.51129615,Running
-7.7056465,35.749493,6.0791726,-6.732897,28.300741,3.969382,2.0256517,9.01678,3.2809741,-6.6045017,3.535286,1.5392936,0.5498757,0.41345727,0.5007621,0.5252876,Running
-2.4345686,14.519062,9.806416,-4.6553683,9.294338,3.6452055,1.900963,7.351095,6.2062984,-6.195542,1.1997409,-0.03371141,0.47491443,0.35219786,0.60934526,0.5283098,Running
2.0280616,6.1447434,2.6872864,-1.3531855,1.8020892,-4.171148,0.5899521,5.740038,7.9293323,-3.5479517,3.340391,-2.0689266,0.35722563,0.26172918,0.69357675,0.5681892,Running
-10.576533,-1.3097413,-0.1237155,-7.4374204,-5.513836,-7.137509,-0.9779011,5.1979384,8.258058,0.5309982,0.7811958,-1.9560363,0.24923903,0.21468057,0.7210573,0.60981023,Running
-3.2777493,-6.5137477,-3.5862663,-2.6518612,-10.810965,-10.515146,-0.8553025,5.8071666,7.8559313,2.709988,-2.3914392,0.3358436,0.1530763,0.23429571,0.7081126,0.64826673,Running
-2.7866924,-1.2031459,-0.4183497,-2.6627247,-9.193409,-7.0737705,0.2550153,6.978333,6.8853636,4.090228,-2.4382992,0.87473357,0.176896,0.25475633,0.681452,0.6628953,Running
-1.9135691,5.236887,0.744617,-3.6960454,-3.499424,-4.0309253,1.5925021,8.211459,5.1192045,3.5800931,-4.2445393,0.9258536,0.27059257,0.26214787,0.65850925,0.6514781,Running
-2.5950603,14.650809,-11.12459,-4.502714,5.8570986,-14.27959,2.7168381,8.668417,3.6942823,-2.2177668,-1.1571041,0.31028357,0.39491794,0.27090684,0.61585045,0.62560177,Running
-7.41221,1.7252306,-22.197327,4.394355,12.461989,-11.993671,2.7260282,8.553144,3.9475157,1.5203832,-5.255224,2.3018336,0.5011922,0.24462043,0.56612325,0.60701865,Running
3.1515043,14.309464,-4.4665756,-2.993903,-0.7380986,-8.483641,2.7695284,8.936933,2.937915,2.3159382,-1.7620242,-1.8932014,0.48381388,0.2373762,0.5698844,0.62032926,Running
-3.0753381,9.138993,5.124606,-6.0734463,6.605626,3.3735723,2.586929,9.319072,1.6226746,3.1572883,-4.1966143,-0.16470641,0.545485,0.21486852,0.51270616,0.627224,Running
13.252906,25.519936,-0.1584488,8.5944395,9.093406,0.6688944,2.2135708,9.493633,-1.0683786,4.886848,-6.1956196,-1.3969114,0.59867615,0.223079,0.45211363,0.62242746,Running
-2.5962582,14.217241,8.880593,-0.752778,6.1127577,11.567954,1.5947872,9.206794,-2.9769084,1.9953732,-1.1464541,-1.1445063,0.7099219,0.1860466,0.32322052,0.5974329,Running
1.8831398,6.2764907,1.5698323,0.62717545,-0.79172516,4.876829,0.8604323,9.109546,-3.52792,-0.056881815,-1.6012092,-0.36705643,0.785428,0.17324808,0.22869912,0.5484384,Running
2.341859,2.2174852,3.0549803,2.163688,-6.3240614,6.9904776,0.73959464,9.242588,-3.193424,-0.9663918,-0.2028642,0.36672857,0.8048357,0.1773831,0.1764576,0.5381798,Running
-2.2597044,2.1300533,3.4442327,-2.7740984,-7.025376,5.8817005,0.9087259,9.461712,-2.412597,-2.1378918,0.6470058,-0.00176141,0.7978162,0.16947402,0.16416448,0.5548133,Running
-1.0188872,0.8473165,-0.8447309,-2.649878,-8.4115095,0.7076709,0.8609831,9.703802,-1.1248666,-2.983502,0.15071581,0.01847359,0.7767313,0.15832,0.17788465,0.58307827,Running
7.945897,32.417492,3.14361,6.4835157,17.518301,4.5065413,1.2015898,9.725857,0.3664189,-2.4573917,2.5128858,2.1197186,0.7350184,0.15612814,0.1938372,0.6307132,Running
-2.8070533,31.161104,1.9483055,-5.71428,19.92131,-3.836261,1.9898826,9.247445,2.5875711,-6.786617,5.036936,1.8971336,0.6792887,0.14101315,0.23174222,0.68189275,Running
-2.8597522,18.742151,11.532301,-2.8059654,13.6667385,5.349467,1.6374472,7.441915,6.1730924,-6.211517,2.9346259,0.34010357,0.60301405,0.14782093,0.33925664,0.7067021,Running
-2.6190145,5.580627,2.8873024,-5.7743163,0.69133997,-4.867342,0.63844776,5.7833285,7.894041,-3.8812969,3.2019408,-0.30422142,0.4264168,0.13041204,0.44285026,0.7778464,Running
-5.0251937,-2.970951,1.894409,-5.033681,-7.0733385,-6.19104,-0.8765523,4.831271,8.488866,-0.3039618,2.358461,-0.8079664,0.2978199,0.12577201,0.4769404,0.81732035,Running
-1.8297302,-6.5904007,-3.1347332,0.15372503,-11.678709,-10.868462,-1.5203274,5.1909246,8.180054,2.4724932,-0.2955192,-1.1679363,0.20119414,0.16476606,0.49316332,0.8301584,Running
-4.2155485,1.0533209,-0.4914094,-3.1304135,-5.729405,-8.011055,-1.4806678,6.186949,7.463222,3.0816731,-2.0815241,0.062138587,0.19555621,0.20461118,0.47855747,0.8311888,Running
-7.2984285,3.460698,1.3566417,-6.626254,-3.8677554,-5.0378246,-0.2291476,7.3266444,6.5144577,3.0529182,-4.4426293,0.50091857,0.2518385,0.2279074,0.4406477,0.83094233,Running
20.136087,38.62517,-9.031011,-12.6224785,31.338861,30.845844,0.105636105,7.6498895,6.135016,3.2520733,-5.1327496,-3.0178416,0.35127607,0.19739284,0.40477294,0.8208533,Running
5.7852464,-0.7719739,-3.4736824,-2.908768,-15.513357,-7.0176716,1.2395175,8.489579,4.749845,2.6897533,-1.4957741,-1.2329013,0.40047705,0.14873803,0.33326992,0.8404917,Running
-3.2358298,23.932983,6.8912134,-2.223411,14.663683,3.0124142,0.7245516,9.2362795,3.2150495,3.5705082,-0.6991542,-1.2446164,0.49676996,0.07506598,0.25005165,0.82768285,Running
7.4416656,16.436579,3.3783593,0.8409242,4.035101,1.9902151,0.6629306,9.736992,0.96015507,5.678143,-5.9016795,-0.6034864,0.56404334,0.09808808,0.20851626,0.7929406,Running
-2.5998511,18.1445,7.4768887,-0.75836223,9.614486,7.692543,0.2269619,9.688269,-1.5021043,3.3596382,0.051670805,-0.8164864,0.65452135,0.086182676,0.14670576,0.73664904,Running
1.168113,0.517949,0.4607621,-1.0804293,-6.356286,3.039096,-0.3226397,9.462405,-2.5552275,0.8015082,-1.0452791,-0.5385214,0.7520845,0.048630778,0.060825214,0.6544496,Running
1.2711152,5.6141624,5.7881317,2.3792214,-3.5255332,9.232521,-0.47008163,9.47836,-2.4718637,-0.9898218,0.14645581,-0.035841413,0.79052377,0.05070282,0.02123479,0.60995936,Running
-1.3314869,1.1191944,1.3207107,-0.5056865,-8.029185,3.3091652,-0.43850583,9.6833105,-1.4871411,-2.5915818,0.8514858,-0.01028141,0.7909318,0.05180678,0.009667185,0.60963064,Running
-1.6045625,1.8941063,2.3722913,-1.8562787,-8.332778,1.5636071,-0.33230013,9.80101,0.013073502,-3.5234568,1.2945259,0.35501358,0.7610658,0.053133804,0.015581046,0.6463071,Running
9.145992,38.589237,-0.8267654,8.877607,21.461353,-1.8157504,-0.055337418,9.636735,1.8167722,-3.8695817,3.5714958,1.9855286,0.7101113,0.06356404,0.037702274,0.7002,Running
-9.5608835,35.52672,5.967787,-11.376388,23.78453,-1.9458787,0.25477448,8.850868,4.215163,-7.258412,5.0305457,1.6457937,0.6400224,0.084163226,0.09016817,0.75839144,Running
1.6903102,14.947839,8.166764,1.630217,11.032743,2.5262098,-0.14565343,7.097403,6.7657995,-4.9058266,2.6374907,0.1484036,0.5366855,0.11560075,0.20286538,0.81083333,Running
-4.250282,1.6904973,0.9889478,-0.66459394,-2.1137402,-5.8048024,-1.2224888,5.9512043,7.697992,-1.1548969,3.2062008,0.1654436,0.386711,0.12509789,0.27164307,0.87236184,Running
-1.9159645,-10.779955,-2.513127,-1.524034,-16.104874,-9.713945,-2.256183,6.0407867,7.3884306,2.1423433,0.5671308,0.2378636,0.2869573,0.1631402,0.31157535,0.8910452,Running
-4.513776,-5.5675645,-3.8653302,-2.2850933,-13.286359,-10.607101,-1.6992159,7.102597,6.544933,3.6674232,-2.8717542,0.25170857,0.26258025,0.22610588,0.32787746,0.8788766,Running
-3.083722,4.932671,2.390257,-2.3807633,-3.6569,-3.4286535,-0.92178255,8.136917,5.395488,2.3180683,-2.1784391,-0.14873141,0.3316269,0.22588007,0.3106098,0.861698,Running
-2.002199,13.935782,4.081409,-1.3224628,6.144459,0.79249763,-0.5847049,8.564647,4.740816,0.6236532,-0.9451692,-6.96E-04,0.4281046,0.19112884,0.26036856,0.8440405,Running
5.9421453,38.610798,23.02543,-9.5371065,30.765476,26.427505,-1.2085326,8.091709,5.406853,-0.7981218,0.4222908,-2.0891614,0.4777798,0.16645937,0.22501336,0.83269846,Running
-0.3541637,-3.4548218,-3.6102202,-4.498216,-15.938648,-10.828949,0.019736456,8.670842,4.581102,2.5097682,-2.0985641,-1.4363164,0.45133227,0.15620838,0.1874204,0.8583541,Running
2.2891603,29.247179,4.5389304,3.0015476,25.957655,-3.562653,-0.49586934,9.286886,3.1109865,3.7717931,0.1390008,-0.7887964,0.50131595,0.09070583,0.1513803,0.8470766,Running
6.2511516,23.85633,4.936567,5.271693,11.016407,7.3203793,-0.4779553,9.763568,0.78401935,5.8730383,-2.6140242,-0.44267142,0.56746894,0.09796885,0.09881976,0.81155145,Running
-7.579888,11.137955,8.088913,-5.2748113,5.3798237,10.391944,-0.74710006,9.687415,-1.3289933,3.0230982,-0.5638992,-0.76110643,0.6615731,0.09126341,0.06523022,0.74144256,Running
4.750434,0.4365054,3.45621,4.2438655,-6.6930466,4.4274707,-1.3760121,9.500291,-2.0053544,0.005953183,-1.4521091,-0.4501264,0.7439341,0.08346925,0.02600956,0.6625092,Running
2.741891,3.6738884,3.7412624,4.4767084,-5.32471,5.613267,-1.3919536,9.570481,-1.6244175,-1.8876168,0.6310308,-0.017736409,0.77247953,0.07603639,-0.025604185,0.629951,Running
-4.85512,0.8880383,0.3433875,-3.7427442,-8.390071,1.2970204,-1.4121765,9.695639,-0.41318044,-2.693822,0.8269908,-0.05927141,0.762438,0.073250845,-0.032130156,0.6420983,Running
2.8868124,7.3017216,-1.2184134,3.1365085,-5.0104465,-0.49218583,-1.2901481,9.666389,1.0328631,-3.4595568,1.2284958,0.7565186,0.7214851,0.08377695,-0.019407718,0.6870692,Running
-5.402469,22.484964,-5.1097407,2.608523,19.486532,-5.9998474,-0.59914434,9.523507,2.2614634,-3.9132469,3.775976,2.5201585,0.6686835,0.09112206,-2.11E-04,0.73794246,Running
-6.2995467,29.958612,7.938003,-7.973784,25.908096,2.7104917,-0.4119807,8.571904,4.745854,-6.886727,2.9101307,1.5733737,0.6168102,0.10468489,0.07432245,0.776571,Running
